fold,valid_task,train_task,exposed_il_pairs
4,experiment/x_co2,experiment/density,14
4,experiment/x_co2,experiment/dynamic_relative_permittivity,4
4,experiment/x_co2,experiment/electrical_conductivity,9
4,experiment/x_co2,experiment/equilibrium_pressure,3
4,experiment/x_co2,experiment/glass_transition_temperature,7
4,experiment/x_co2,experiment/heat_capacity,9
4,experiment/x_co2,experiment/isobaric_coefficient_of_volume_expansion,1
4,experiment/x_co2,experiment/melting_point,5
4,experiment/x_co2,experiment/pec50,2
4,experiment/x_co2,experiment/refractive_index,9
4,experiment/x_co2,experiment/self_diffusion_coefficient,1
4,experiment/x_co2,experiment/speed_of_sound,8
4,experiment/x_co2,experiment/static_relative_permittivity,5
4,experiment/x_co2,experiment/surface_tension,12
4,experiment/x_co2,experiment/thermal_conductivity,5
4,experiment/x_co2,experiment/thermal_decomposition_temperature,3
4,experiment/x_co2,experiment/viscosity,13
4,experiment/x_co2,experiment/solvation,4
4,experiment/x_co2,experiment/transfer,4
4,simulation/heat_of_vaporization,experiment/density,6
4,simulation/heat_of_vaporization,experiment/electrical_conductivity,1
4,simulation/heat_of_vaporization,experiment/glass_transition_temperature,1
4,simulation/heat_of_vaporization,experiment/melting_point,1
4,simulation/heat_of_vaporization,experiment/refractive_index,1
4,simulation/heat_of_vaporization,experiment/speed_of_sound,1
4,simulation/heat_of_vaporization,experiment/surface_tension,2
4,simulation/heat_of_vaporization,experiment/viscosity,3
4,experiment/solvation,experiment/density,11
4,experiment/solvation,experiment/dynamic_relative_permittivity,1
4,experiment/solvation,experiment/electrical_conductivity,4
4,experiment/solvation,experiment/equilibrium_pressure,3
4,experiment/solvation,experiment/glass_transition_temperature,4
4,experiment/solvation,experiment/heat_capacity,3
4,experiment/solvation,experiment/isobaric_coefficient_of_volume_expansion,1
4,experiment/solvation,experiment/melting_point,3
4,experiment/solvation,experiment/pec50,1
4,experiment/solvation,experiment/refractive_index,3
4,experiment/solvation,experiment/self_diffusion_coefficient,1
4,experiment/solvation,experiment/speed_of_sound,2
4,experiment/solvation,experiment/surface_tension,7
4,experiment/solvation,experiment/thermal_conductivity,1
4,experiment/solvation,experiment/thermal_decomposition_temperature,5
4,experiment/solvation,experiment/viscosity,9
4,experiment/solvation,experiment/x_co2,3
4,experiment/solvation,experiment/transfer,9
4,experiment/transfer,experiment/density,11
4,experiment/transfer,experiment/electrical_conductivity,6
4,experiment/transfer,experiment/equilibrium_pressure,3
4,experiment/transfer,experiment/glass_transition_temperature,3
4,experiment/transfer,experiment/heat_capacity,6
4,experiment/transfer,experiment/isobaric_coefficient_of_volume_expansion,1
4,experiment/transfer,experiment/melting_point,6
4,experiment/transfer,experiment/pec50,3
4,experiment/transfer,experiment/refractive_index,5
4,experiment/transfer,experiment/speed_of_sound,2
4,experiment/transfer,experiment/surface_tension,10
4,experiment/transfer,experiment/thermal_conductivity,2
4,experiment/transfer,experiment/thermal_decomposition_temperature,4
4,experiment/transfer,experiment/viscosity,10
4,experiment/transfer,experiment/x_co2,4
4,experiment/transfer,experiment/solvation,12
5,experiment/density,experiment/dynamic_relative_permittivity,9
5,experiment/density,experiment/electrical_conductivity,102
5,experiment/density,experiment/equilibrium_pressure,12
5,experiment/density,experiment/glass_transition_temperature,44
5,experiment/density,experiment/heat_capacity,46
5,experiment/density,experiment/isobaric_coefficient_of_volume_expansion,4
5,experiment/density,experiment/melting_point,115
5,experiment/density,experiment/pec50,24
5,experiment/density,experiment/refractive_index,78
5,experiment/density,experiment/self_diffusion_coefficient,7
5,experiment/density,experiment/speed_of_sound,29
5,experiment/density,experiment/static_relative_permittivity,6
5,experiment/density,experiment/surface_tension,147
5,experiment/density,experiment/thermal_conductivity,16
5,experiment/density,experiment/thermal_decomposition_temperature,52
5,experiment/density,experiment/viscosity,340
5,experiment/density,experiment/x_co2,14
5,experiment/density,simulation/heat_of_vaporization,9
5,experiment/density,experiment/solvation,13
5,experiment/density,experiment/transfer,12
5,experiment/dynamic_relative_permittivity,experiment/density,7
5,experiment/dynamic_relative_permittivity,experiment/electrical_conductivity,4
5,experiment/dynamic_relative_permittivity,experiment/equilibrium_pressure,4
5,experiment/dynamic_relative_permittivity,experiment/glass_transition_temperature,3
5,experiment/dynamic_relative_permittivity,experiment/heat_capacity,5
5,experiment/dynamic_relative_permittivity,experiment/isobaric_coefficient_of_volume_expansion,1
5,experiment/dynamic_relative_permittivity,experiment/melting_point,6
5,experiment/dynamic_relative_permittivity,experiment/pec50,1
5,experiment/dynamic_relative_permittivity,experiment/refractive_index,6
5,experiment/dynamic_relative_permittivity,experiment/self_diffusion_coefficient,1
5,experiment/dynamic_relative_permittivity,experiment/speed_of_sound,6
5,experiment/dynamic_relative_permittivity,experiment/static_relative_permittivity,3
5,experiment/dynamic_relative_permittivity,experiment/surface_tension,4
5,experiment/dynamic_relative_permittivity,experiment/thermal_conductivity,4
5,experiment/dynamic_relative_permittivity,experiment/thermal_decomposition_temperature,5
5,experiment/dynamic_relative_permittivity,experiment/viscosity,8
5,experiment/dynamic_relative_permittivity,experiment/x_co2,5
5,experiment/dynamic_relative_permittivity,experiment/solvation,1
5,experiment/dynamic_relative_permittivity,experiment/transfer,2
5,experiment/electrical_conductivity,experiment/density,92
5,experiment/electrical_conductivity,experiment/dynamic_relative_permittivity,5
5,experiment/electrical_conductivity,experiment/equilibrium_pressure,5
5,experiment/electrical_conductivity,experiment/glass_transition_temperature,14
5,experiment/electrical_conductivity,experiment/heat_capacity,19
5,experiment/electrical_conductivity,experiment/isobaric_coefficient_of_volume_expansion,1
5,experiment/electrical_conductivity,experiment/melting_point,36
5,experiment/electrical_conductivity,experiment/pec50,15
5,experiment/electrical_conductivity,experiment/refractive_index,35
5,experiment/electrical_conductivity,experiment/self_diffusion_coefficient,7
5,experiment/electrical_conductivity,experiment/speed_of_sound,19
5,experiment/electrical_conductivity,experiment/static_relative_permittivity,5
5,experiment/electrical_conductivity,experiment/surface_tension,40
5,experiment/electrical_conductivity,experiment/thermal_conductivity,12
5,experiment/electrical_conductivity,experiment/thermal_decomposition_temperature,23
5,experiment/electrical_conductivity,experiment/viscosity,90
5,experiment/electrical_conductivity,experiment/x_co2,11
5,experiment/electrical_conductivity,experiment/solvation,5
5,experiment/electrical_conductivity,experiment/transfer,7
5,experiment/equilibrium_pressure,experiment/density,16
5,experiment/equilibrium_pressure,experiment/dynamic_relative_permittivity,3
5,experiment/equilibrium_pressure,experiment/electrical_conductivity,7
5,experiment/equilibrium_pressure,experiment/glass_transition_temperature,6
5,experiment/equilibrium_pressure,experiment/heat_capacity,9
5,experiment/equilibrium_pressure,experiment/melting_point,10
5,experiment/equilibrium_pressure,experiment/pec50,6
5,experiment/equilibrium_pressure,experiment/refractive_index,10
5,experiment/equilibrium_pressure,experiment/self_diffusion_coefficient,3
5,experiment/equilibrium_pressure,experiment/speed_of_sound,4
5,experiment/equilibrium_pressure,experiment/static_relative_permittivity,3
5,experiment/equilibrium_pressure,experiment/surface_tension,15
5,experiment/equilibrium_pressure,experiment/thermal_conductivity,2
5,experiment/equilibrium_pressure,experiment/thermal_decomposition_temperature,9
5,experiment/equilibrium_pressure,experiment/viscosity,13
5,experiment/equilibrium_pressure,experiment/x_co2,7
5,experiment/equilibrium_pressure,experiment/solvation,2
5,experiment/equilibrium_pressure,experiment/transfer,2
5,experiment/glass_transition_temperature,experiment/density,31
5,experiment/glass_transition_temperature,experiment/dynamic_relative_permittivity,9
5,experiment/glass_transition_temperature,experiment/electrical_conductivity,14
5,experiment/glass_transition_temperature,experiment/equilibrium_pressure,6
5,experiment/glass_transition_temperature,experiment/heat_capacity,15
5,experiment/glass_transition_temperature,experiment/isobaric_coefficient_of_volume_expansion,1
5,experiment/glass_transition_temperature,experiment/melting_point,32
5,experiment/glass_transition_temperature,experiment/pec50,7
5,experiment/glass_transition_temperature,experiment/refractive_index,23
5,experiment/glass_transition_temperature,experiment/self_diffusion_coefficient,4
5,experiment/glass_transition_temperature,experiment/speed_of_sound,14
5,experiment/glass_transition_temperature,experiment/static_relative_permittivity,7
5,experiment/glass_transition_temperature,experiment/surface_tension,18
5,experiment/glass_transition_temperature,experiment/thermal_conductivity,7
5,experiment/glass_transition_temperature,experiment/thermal_decomposition_temperature,47
5,experiment/glass_transition_temperature,experiment/viscosity,31
5,experiment/glass_transition_temperature,experiment/x_co2,8
5,experiment/glass_transition_temperature,simulation/heat_of_vaporization,1
5,experiment/glass_transition_temperature,experiment/solvation,5
5,experiment/glass_transition_temperature,experiment/transfer,4
5,experiment/heat_capacity,experiment/density,42
5,experiment/heat_capacity,experiment/dynamic_relative_permittivity,6
5,experiment/heat_capacity,experiment/electrical_conductivity,17
5,experiment/heat_capacity,experiment/equilibrium_pressure,3
5,experiment/heat_capacity,experiment/glass_transition_temperature,14
5,experiment/heat_capacity,experiment/isobaric_coefficient_of_volume_expansion,1
5,experiment/heat_capacity,experiment/melting_point,28
5,experiment/heat_capacity,experiment/pec50,15
5,experiment/heat_capacity,experiment/refractive_index,21
5,experiment/heat_capacity,experiment/self_diffusion_coefficient,2
5,experiment/heat_capacity,experiment/speed_of_sound,12
5,experiment/heat_capacity,experiment/static_relative_permittivity,5
5,experiment/heat_capacity,experiment/surface_tension,34
5,experiment/heat_capacity,experiment/thermal_conductivity,8
5,experiment/heat_capacity,experiment/thermal_decomposition_temperature,20
5,experiment/heat_capacity,experiment/viscosity,39
5,experiment/heat_capacity,experiment/x_co2,11
5,experiment/heat_capacity,experiment/solvation,5
5,experiment/heat_capacity,experiment/transfer,4
5,experiment/isobaric_coefficient_of_volume_expansion,experiment/density,4
5,experiment/isobaric_coefficient_of_volume_expansion,experiment/dynamic_relative_permittivity,3
5,experiment/isobaric_coefficient_of_volume_expansion,experiment/electrical_conductivity,1
5,experiment/isobaric_coefficient_of_volume_expansion,experiment/equilibrium_pressure,2
5,experiment/isobaric_coefficient_of_volume_expansion,experiment/glass_transition_temperature,2
5,experiment/isobaric_coefficient_of_volume_expansion,experiment/heat_capacity,2
5,experiment/isobaric_coefficient_of_volume_expansion,experiment/melting_point,3
5,experiment/isobaric_coefficient_of_volume_expansion,experiment/pec50,2
5,experiment/isobaric_coefficient_of_volume_expansion,experiment/refractive_index,3
5,experiment/isobaric_coefficient_of_volume_expansion,experiment/self_diffusion_coefficient,2
5,experiment/isobaric_coefficient_of_volume_expansion,experiment/speed_of_sound,2
5,experiment/isobaric_coefficient_of_volume_expansion,experiment/static_relative_permittivity,3
5,experiment/isobaric_coefficient_of_volume_expansion,experiment/surface_tension,3
5,experiment/isobaric_coefficient_of_volume_expansion,experiment/thermal_conductivity,2
5,experiment/isobaric_coefficient_of_volume_expansion,experiment/thermal_decomposition_temperature,3
5,experiment/isobaric_coefficient_of_volume_expansion,experiment/viscosity,5
5,experiment/isobaric_coefficient_of_volume_expansion,experiment/x_co2,2
5,experiment/isobaric_coefficient_of_volume_expansion,experiment/solvation,1
5,experiment/isobaric_coefficient_of_volume_expansion,experiment/transfer,1
5,experiment/melting_point,experiment/density,101
5,experiment/melting_point,experiment/dynamic_relative_permittivity,2
5,experiment/melting_point,experiment/electrical_conductivity,37
5,experiment/melting_point,experiment/equilibrium_pressure,5
5,experiment/melting_point,experiment/glass_transition_temperature,25
5,experiment/melting_point,experiment/heat_capacity,26
5,experiment/melting_point,experiment/pec50,16
5,experiment/melting_point,experiment/refractive_index,31
5,experiment/melting_point,experiment/self_diffusion_coefficient,1
5,experiment/melting_point,experiment/speed_of_sound,13
5,experiment/melting_point,experiment/static_relative_permittivity,6
5,experiment/melting_point,experiment/surface_tension,34
5,experiment/melting_point,experiment/thermal_conductivity,7
5,experiment/melting_point,experiment/thermal_decomposition_temperature,106
5,experiment/melting_point,experiment/viscosity,87
5,experiment/melting_point,experiment/x_co2,6
5,experiment/melting_point,simulation/heat_of_vaporization,2
5,experiment/melting_point,experiment/solvation,5
5,experiment/melting_point,experiment/transfer,6
5,experiment/pec50,experiment/density,31
5,experiment/pec50,experiment/dynamic_relative_permittivity,4
5,experiment/pec50,experiment/electrical_conductivity,19
5,experiment/pec50,experiment/equilibrium_pressure,6
5,experiment/pec50,experiment/glass_transition_temperature,9
5,experiment/pec50,experiment/heat_capacity,10
5,experiment/pec50,experiment/isobaric_coefficient_of_volume_expansion,3
5,experiment/pec50,experiment/melting_point,13
5,experiment/pec50,experiment/refractive_index,19
5,experiment/pec50,experiment/self_diffusion_coefficient,2
5,experiment/pec50,experiment/speed_of_sound,8
5,experiment/pec50,experiment/static_relative_permittivity,6
5,experiment/pec50,experiment/surface_tension,18
5,experiment/pec50,experiment/thermal_conductivity,5
5,experiment/pec50,experiment/thermal_decomposition_temperature,13
5,experiment/pec50,experiment/viscosity,22
5,experiment/pec50,experiment/x_co2,6
5,experiment/pec50,experiment/solvation,5
5,experiment/pec50,experiment/transfer,3
5,experiment/refractive_index,experiment/density,89
5,experiment/refractive_index,experiment/dynamic_relative_permittivity,4
5,experiment/refractive_index,experiment/electrical_conductivity,30
5,experiment/refractive_index,experiment/equilibrium_pressure,8
5,experiment/refractive_index,experiment/glass_transition_temperature,20
5,experiment/refractive_index,experiment/heat_capacity,25
5,experiment/refractive_index,experiment/isobaric_coefficient_of_volume_expansion,4
5,experiment/refractive_index,experiment/melting_point,23
5,experiment/refractive_index,experiment/pec50,10
5,experiment/refractive_index,experiment/self_diffusion_coefficient,3
5,experiment/refractive_index,experiment/speed_of_sound,31
5,experiment/refractive_index,experiment/static_relative_permittivity,5
5,experiment/refractive_index,experiment/surface_tension,41
5,experiment/refractive_index,experiment/thermal_conductivity,8
5,experiment/refractive_index,experiment/thermal_decomposition_temperature,18
5,experiment/refractive_index,experiment/viscosity,79
5,experiment/refractive_index,experiment/x_co2,8
5,experiment/refractive_index,experiment/solvation,4
5,experiment/refractive_index,experiment/transfer,3
5,experiment/self_diffusion_coefficient,experiment/density,6
5,experiment/self_diffusion_coefficient,experiment/dynamic_relative_permittivity,2
5,experiment/self_diffusion_coefficient,experiment/electrical_conductivity,5
5,experiment/self_diffusion_coefficient,experiment/equilibrium_pressure,3
5,experiment/self_diffusion_coefficient,experiment/glass_transition_temperature,3
5,experiment/self_diffusion_coefficient,experiment/heat_capacity,3
5,experiment/self_diffusion_coefficient,experiment/isobaric_coefficient_of_volume_expansion,2
5,experiment/self_diffusion_coefficient,experiment/melting_point,6
5,experiment/self_diffusion_coefficient,experiment/pec50,3
5,experiment/self_diffusion_coefficient,experiment/refractive_index,3
5,experiment/self_diffusion_coefficient,experiment/speed_of_sound,3
5,experiment/self_diffusion_coefficient,experiment/static_relative_permittivity,2
5,experiment/self_diffusion_coefficient,experiment/surface_tension,5
5,experiment/self_diffusion_coefficient,experiment/thermal_conductivity,3
5,experiment/self_diffusion_coefficient,experiment/thermal_decomposition_temperature,3
5,experiment/self_diffusion_coefficient,experiment/viscosity,6
5,experiment/self_diffusion_coefficient,experiment/x_co2,5
5,experiment/self_diffusion_coefficient,experiment/solvation,2
5,experiment/self_diffusion_coefficient,experiment/transfer,1
5,experiment/speed_of_sound,experiment/density,32
5,experiment/speed_of_sound,experiment/dynamic_relative_permittivity,4
5,experiment/speed_of_sound,experiment/electrical_conductivity,11
5,experiment/speed_of_sound,experiment/equilibrium_pressure,3
5,experiment/speed_of_sound,experiment/glass_transition_temperature,5
5,experiment/speed_of_sound,experiment/heat_capacity,13
5,experiment/speed_of_sound,experiment/melting_point,11
5,experiment/speed_of_sound,experiment/pec50,8
5,experiment/speed_of_sound,experiment/refractive_index,29
5,experiment/speed_of_sound,experiment/self_diffusion_coefficient,1
5,experiment/speed_of_sound,experiment/static_relative_permittivity,3
5,experiment/speed_of_sound,experiment/surface_tension,12
5,experiment/speed_of_sound,experiment/thermal_conductivity,6
5,experiment/speed_of_sound,experiment/thermal_decomposition_temperature,7
5,experiment/speed_of_sound,experiment/viscosity,31
5,experiment/speed_of_sound,experiment/x_co2,6
5,experiment/speed_of_sound,simulation/heat_of_vaporization,2
5,experiment/speed_of_sound,experiment/solvation,2
5,experiment/speed_of_sound,experiment/transfer,1
5,experiment/static_relative_permittivity,experiment/density,6
5,experiment/static_relative_permittivity,experiment/dynamic_relative_permittivity,3
5,experiment/static_relative_permittivity,experiment/electrical_conductivity,7
5,experiment/static_relative_permittivity,experiment/equilibrium_pressure,3
5,experiment/static_relative_permittivity,experiment/glass_transition_temperature,3
5,experiment/static_relative_permittivity,experiment/heat_capacity,5
5,experiment/static_relative_permittivity,experiment/melting_point,7
5,experiment/static_relative_permittivity,experiment/pec50,3
5,experiment/static_relative_permittivity,experiment/refractive_index,5
5,experiment/static_relative_permittivity,experiment/self_diffusion_coefficient,4
5,experiment/static_relative_permittivity,experiment/speed_of_sound,6
5,experiment/static_relative_permittivity,experiment/surface_tension,6
5,experiment/static_relative_permittivity,experiment/thermal_decomposition_temperature,5
5,experiment/static_relative_permittivity,experiment/viscosity,5
5,experiment/static_relative_permittivity,experiment/x_co2,1
5,experiment/static_relative_permittivity,experiment/solvation,1
5,experiment/static_relative_permittivity,experiment/transfer,1
5,experiment/surface_tension,experiment/density,159
5,experiment/surface_tension,experiment/dynamic_relative_permittivity,3
5,experiment/surface_tension,experiment/electrical_conductivity,33
5,experiment/surface_tension,experiment/equilibrium_pressure,6
5,experiment/surface_tension,experiment/glass_transition_temperature,7
5,experiment/surface_tension,experiment/heat_capacity,25
5,experiment/surface_tension,experiment/melting_point,24
5,experiment/surface_tension,experiment/pec50,15
5,experiment/surface_tension,experiment/refractive_index,33
5,experiment/surface_tension,experiment/self_diffusion_coefficient,6
5,experiment/surface_tension,experiment/speed_of_sound,13
5,experiment/surface_tension,experiment/static_relative_permittivity,4
5,experiment/surface_tension,experiment/thermal_conductivity,6
5,experiment/surface_tension,experiment/thermal_decomposition_temperature,15
5,experiment/surface_tension,experiment/viscosity,77
5,experiment/surface_tension,experiment/x_co2,8
5,experiment/surface_tension,simulation/heat_of_vaporization,2
5,experiment/surface_tension,experiment/solvation,5
5,experiment/surface_tension,experiment/transfer,4
5,experiment/thermal_conductivity,experiment/density,12
5,experiment/thermal_conductivity,experiment/dynamic_relative_permittivity,5
5,experiment/thermal_conductivity,experiment/electrical_conductivity,12
5,experiment/thermal_conductivity,experiment/equilibrium_pressure,6
5,experiment/thermal_conductivity,experiment/glass_transition_temperature,4
5,experiment/thermal_conductivity,experiment/heat_capacity,12
5,experiment/thermal_conductivity,experiment/isobaric_coefficient_of_volume_expansion,2
5,experiment/thermal_conductivity,experiment/melting_point,10
5,experiment/thermal_conductivity,experiment/pec50,3
5,experiment/thermal_conductivity,experiment/refractive_index,12
5,experiment/thermal_conductivity,experiment/self_diffusion_coefficient,7
5,experiment/thermal_conductivity,experiment/speed_of_sound,7
5,experiment/thermal_conductivity,experiment/static_relative_permittivity,4
5,experiment/thermal_conductivity,experiment/surface_tension,9
5,experiment/thermal_conductivity,experiment/thermal_decomposition_temperature,6
5,experiment/thermal_conductivity,experiment/viscosity,15
5,experiment/thermal_conductivity,experiment/x_co2,4
5,experiment/thermal_conductivity,experiment/solvation,6
5,experiment/thermal_conductivity,experiment/transfer,6
5,experiment/thermal_decomposition_temperature,experiment/density,60
5,experiment/thermal_decomposition_temperature,experiment/dynamic_relative_permittivity,7
5,experiment/thermal_decomposition_temperature,experiment/electrical_conductivity,21
5,experiment/thermal_decomposition_temperature,experiment/equilibrium_pressure,9
5,experiment/thermal_decomposition_temperature,experiment/glass_transition_temperature,55
5,experiment/thermal_decomposition_temperature,experiment/heat_capacity,20
5,experiment/thermal_decomposition_temperature,experiment/isobaric_coefficient_of_volume_expansion,3
5,experiment/thermal_decomposition_temperature,experiment/melting_point,88
5,experiment/thermal_decomposition_temperature,experiment/pec50,10
5,experiment/thermal_decomposition_temperature,experiment/refractive_index,23
5,experiment/thermal_decomposition_temperature,experiment/self_diffusion_coefficient,1
5,experiment/thermal_decomposition_temperature,experiment/speed_of_sound,10
5,experiment/thermal_decomposition_temperature,experiment/static_relative_permittivity,5
5,experiment/thermal_decomposition_temperature,experiment/surface_tension,23
5,experiment/thermal_decomposition_temperature,experiment/thermal_conductivity,10
5,experiment/thermal_decomposition_temperature,experiment/viscosity,59
5,experiment/thermal_decomposition_temperature,experiment/x_co2,7
5,experiment/thermal_decomposition_temperature,experiment/solvation,5
5,experiment/thermal_decomposition_temperature,experiment/transfer,4
5,experiment/viscosity,experiment/density,321
5,experiment/viscosity,experiment/dynamic_relative_permittivity,8
5,experiment/viscosity,experiment/electrical_conductivity,88
5,experiment/viscosity,experiment/equilibrium_pressure,11
5,experiment/viscosity,experiment/glass_transition_temperature,33
5,experiment/viscosity,experiment/heat_capacity,49
5,experiment/viscosity,experiment/isobaric_coefficient_of_volume_expansion,4
5,experiment/viscosity,experiment/melting_point,76
5,experiment/viscosity,experiment/pec50,15
5,experiment/viscosity,experiment/refractive_index,86
5,experiment/viscosity,experiment/self_diffusion_coefficient,2
5,experiment/viscosity,experiment/speed_of_sound,27
5,experiment/viscosity,experiment/static_relative_permittivity,2
5,experiment/viscosity,experiment/surface_tension,75
5,experiment/viscosity,experiment/thermal_conductivity,15
5,experiment/viscosity,experiment/thermal_decomposition_temperature,49
5,experiment/viscosity,experiment/x_co2,17
5,experiment/viscosity,simulation/heat_of_vaporization,8
5,experiment/viscosity,experiment/solvation,9
5,experiment/viscosity,experiment/transfer,7
5,experiment/x_co2,experiment/density,18
5,experiment/x_co2,experiment/dynamic_relative_permittivity,6
5,experiment/x_co2,experiment/electrical_conductivity,12
5,experiment/x_co2,experiment/equilibrium_pressure,9
5,experiment/x_co2,experiment/glass_transition_temperature,11
5,experiment/x_co2,experiment/heat_capacity,14
5,experiment/x_co2,experiment/isobaric_coefficient_of_volume_expansion,5
5,experiment/x_co2,experiment/melting_point,17
5,experiment/x_co2,experiment/pec50,7
5,experiment/x_co2,experiment/refractive_index,15
5,experiment/x_co2,experiment/self_diffusion_coefficient,6
5,experiment/x_co2,experiment/speed_of_sound,11
5,experiment/x_co2,experiment/static_relative_permittivity,7
5,experiment/x_co2,experiment/surface_tension,20
5,experiment/x_co2,experiment/thermal_conductivity,10
5,experiment/x_co2,experiment/thermal_decomposition_temperature,13
5,experiment/x_co2,experiment/viscosity,20
5,experiment/x_co2,experiment/solvation,5
5,experiment/x_co2,experiment/transfer,7
5,simulation/heat_of_vaporization,experiment/density,4
5,simulation/heat_of_vaporization,experiment/refractive_index,3
5,simulation/heat_of_vaporization,experiment/surface_tension,1
5,simulation/heat_of_vaporization,experiment/thermal_decomposition_temperature,1
5,simulation/heat_of_vaporization,experiment/viscosity,4
5,simulation/heat_of_vaporization,experiment/x_co2,1
5,experiment/solvation,experiment/density,9
5,experiment/solvation,experiment/dynamic_relative_permittivity,3
5,experiment/solvation,experiment/electrical_conductivity,6
5,experiment/solvation,experiment/equilibrium_pressure,4
5,experiment/solvation,experiment/glass_transition_temperature,2
5,experiment/solvation,experiment/heat_capacity,7
5,experiment/solvation,experiment/isobaric_coefficient_of_volume_expansion,1
5,experiment/solvation,experiment/melting_point,7
5,experiment/solvation,experiment/pec50,4
5,experiment/solvation,experiment/refractive_index,6
5,experiment/solvation,experiment/self_diffusion_coefficient,3
5,experiment/solvation,experiment/speed_of_sound,5
5,experiment/solvation,experiment/static_relative_permittivity,4
5,experiment/solvation,experiment/surface_tension,9
5,experiment/solvation,experiment/thermal_conductivity,5
5,experiment/solvation,experiment/thermal_decomposition_temperature,4
5,experiment/solvation,experiment/viscosity,8
5,experiment/solvation,experiment/x_co2,5
5,experiment/solvation,experiment/transfer,8
5,experiment/transfer,experiment/density,7
5,experiment/transfer,experiment/dynamic_relative_permittivity,3
5,experiment/transfer,experiment/electrical_conductivity,4
5,experiment/transfer,experiment/equilibrium_pressure,1
5,experiment/transfer,experiment/glass_transition_temperature,1
5,experiment/transfer,experiment/heat_capacity,2
5,experiment/transfer,experiment/melting_point,3
5,experiment/transfer,experiment/pec50,1
5,experiment/transfer,experiment/refractive_index,5
5,experiment/transfer,experiment/self_diffusion_coefficient,1
5,experiment/transfer,experiment/speed_of_sound,2
5,experiment/transfer,experiment/static_relative_permittivity,1
5,experiment/transfer,experiment/surface_tension,7
5,experiment/transfer,experiment/thermal_conductivity,1
5,experiment/transfer,experiment/thermal_decomposition_temperature,5
5,experiment/transfer,experiment/viscosity,6
5,experiment/transfer,experiment/x_co2,4
5,experiment/transfer,experiment/solvation,7
